time,date,open,high,low,close,signal,ADX,PP,R1,S1,R2,S2,R3,S3,R4,S4,sl_price,sl,tp_price,tp,new_trade,trade_id,open_price,close_price,ctr,margin,summargin,fee,ctrf,SR,DR,ASR,CSR,CMR,y_pred,y_pred_val,y_pred_id,Price_Rise,date_to
1449792000,2015-12-11,0.8437,0.9,0.77,0.8998,Cash,31.028898496003873,0.8565999999999999,0.9431999999999998,0.8131999999999998,0.9865999999999999,0.7265999999999999,1.0732,0.6831999999999998,1.1597999999999997,0.6397999999999997,0.9191666666666666,False,0.0,False,True,1449792000.0,0.8437,0.8998,1.0,0,0,0.0,1.0,1.0,1.0664928292046936,1.000516133903851,1.0051613390385101,1.046279069767442,False,0.9904723,99.0,1,2015-12-12
1449878400,2015-12-12,0.8998,0.96,0.8998,0.96,Cash,33.38739981678981,0.9399333333333333,0.9800666666666665,0.9198666666666666,1.0001333333333333,0.8797333333333334,1.0402666666666665,0.8596666666666667,1.0803999999999996,0.8396,0.9865999999999999,False,0.0,False,False,1449792000.0,0.8437,0.96,1.0,0,0,0.0,1.0,1.0,1.0669037563903088,1.000516133903851,1.0051613390385101,1.1162790697674418,False,0.993242,99.0,1,2015-12-13
1449964800,2015-12-13,0.96,0.9749,0.8835,0.9199,Cash,33.20902927118011,0.9261,0.9687000000000001,0.8773000000000001,1.0175,0.8347,1.0601000000000003,0.7859,1.1027000000000002,0.7371000000000001,1.0001333333333333,False,0.0,False,False,1449792000.0,0.8437,0.9199,1.0,0,0,0.0,1.0,1.0,0.9582291666666668,1.000516133903851,1.0051613390385101,1.0696511627906977,False,0.9843767,98.0,0,2015-12-14
1450051200,2015-12-14,0.9199,0.99,0.9199,0.99,Cash,34.07179863098851,0.9666333333333332,1.0133666666666663,0.9432666666666665,1.0367333333333333,0.8965333333333333,1.0834666666666664,0.8731666666666665,1.1301999999999994,0.8497999999999998,1.0001333333333333,False,1.8398,False,True,1450051200.0,0.9199,0.99,1.076203935210349,0,0,0.008304815740841395,1.0678991194695076,1.0,1.076203935210349,1.000516133903851,1.0051613390385101,1.1511627906976745,True,1.003384,100.0,1,2015-12-15
1450137600,2015-12-15,0.99,1.0,0.96,1.0,Cash,35.47380885935155,0.9866666666666667,1.0133333333333334,0.9733333333333334,1.0266666666666668,0.9466666666666667,1.0533333333333335,0.9333333333333333,1.08,0.92,1.0367333333333333,False,0.0,False,True,1450137600.0,0.99,1.0,1.0,0,0,0.0,1.0,1.0,1.0101010101010102,1.000516133903851,1.0051613390385101,1.1627906976744187,False,0.97977537,97.0,1,2015-12-16
1450224000,2015-12-16,1.0,1.1,0.8,0.803,Cash,35.79927595113719,0.9010000000000001,1.0020000000000002,0.7020000000000002,1.2010000000000003,0.6010000000000001,1.3020000000000003,0.40200000000000014,1.4030000000000005,0.20300000000000018,1.0266666666666668,False,0.0,False,False,1450137600.0,0.99,0.803,1.0,0,0,0.0,1.0,1.0,0.803,1.000516133903851,1.0051613390385101,0.9337209302325582,False,0.98843706,98.0,0,2015-12-17
1450310400,2015-12-17,0.803,0.9701,0.803,0.94,Cash,36.070498527625226,0.9043666666666667,1.0057333333333331,0.8386333333333333,1.0714666666666668,0.7372666666666667,1.1728333333333332,0.6715333333333334,1.2741999999999998,0.6058000000000001,1.0266666666666668,False,1.606,False,True,1450310400.0,0.803,0.94,1.170610211706102,0,0,0.008682440846824409,1.1619277708592775,1.0,1.170610211706102,1.000516133903851,1.0051613390385101,1.0930232558139534,True,1.0718951,107.0,1,2015-12-18
1450396800,2015-12-18,0.94,0.94,0.9,0.9,Cash,36.29651734136525,0.9133333333333332,0.9266666666666664,0.8866666666666665,0.953333333333333,0.8733333333333333,0.9666666666666663,0.8466666666666666,0.9799999999999995,0.8199999999999998,1.0714666666666668,False,0.0,False,True,1450396800.0,0.94,0.9,1.0,0,0,0.0,1.0,1.0,0.9574468085106383,1.000516133903851,1.0051613390385101,1.0465116279069768,False,0.9954205,99.0,0,2015-12-19
1450483200,2015-12-19,0.9,0.9193,0.8935,0.8935,Cash,36.879908116301685,0.9020999999999999,0.9106999999999998,0.8848999999999998,0.9279,0.8762999999999999,0.9364999999999999,0.8590999999999998,0.9450999999999998,0.8418999999999996,0.953333333333333,False,0.0,False,False,1450396800.0,0.94,0.8935,1.0,0,0,0.0,1.0,1.0,0.9927777777777778,1.000516133903851,1.0051613390385101,1.038953488372093,False,0.9980075,99.0,0,2015-12-20
1450569600,2015-12-20,0.8935,1.065,0.8935,1.065,Cash,35.859250601775045,1.0078333333333334,1.1221666666666668,0.9506666666666668,1.1793333333333336,0.8363333333333334,1.2936666666666667,0.7791666666666668,1.4080000000000001,0.7220000000000002,0.9279,False,0.0,False,False,1450396800.0,0.94,1.065,1.0,0,0,0.0,1.0,1.0,1.19194180190263,1.0,1.0051613390385101,1.2383720930232556,False,0.99780166,99.0,1,2015-12-21
1450656000,2015-12-21,1.065,1.065,0.91,0.91,Cash,35.008702673002844,0.9616666666666668,1.0133333333333336,0.8583333333333336,1.1166666666666667,0.8066666666666669,1.1683333333333334,0.7033333333333337,1.2200000000000002,0.6000000000000005,0.9279,False,2.13,False,True,1450656000.0,1.065,0.91,0.8544600938967137,0,0,0.007417840375586855,0.8470422535211268,1.0,0.8544600938967137,1.0,1.0051613390385101,1.0581395348837208,True,1.0070691,100.0,0,2015-12-22
1450742400,2015-12-22,0.91,0.9999,0.88,0.88,Cash,31.463362910329618,0.9199666666666667,0.9599333333333334,0.8400333333333334,1.0398666666666667,0.8000666666666667,1.0798333333333334,0.7201333333333334,1.1198000000000001,0.6402000000000001,0.9279,False,1.82,False,False,1450656000.0,1.065,0.88,0.8262910798122066,0,0,0.0073051643192488264,0.8189859154929577,1.0,0.967032967032967,1.0,1.0051613390385101,1.0232558139534882,True,1.0652696,106.0,0,2015-12-23
1450828800,2015-12-23,0.88,0.9897,0.87,0.8709,Cash,27.570817505541267,0.9102,0.9504,0.8307,1.0299,0.7905,1.0701,0.711,1.1103,0.6315,0.9279,False,1.76,False,False,1450656000.0,1.065,0.8709,0.8177464788732395,0,0,0.007270985915492958,0.8104754929577466,1.0,0.9896590909090909,1.0,1.0051613390385101,1.012674418604651,True,1.003875,100.0,0,2015-12-24
1450915200,2015-12-24,0.8709,0.8899,0.85,0.87,Cash,23.53715674544543,0.8699666666666667,0.8899333333333334,0.8500333333333333,0.9098666666666667,0.8300666666666666,0.9298333333333334,0.8101333333333333,0.9498000000000001,0.7901999999999999,0.9279,False,1.7418,False,False,1450656000.0,1.065,0.87,0.8169014084507042,0,0,0.007267605633802817,0.8096338028169014,1.0,0.9989665862900448,1.0,1.0051613390385101,1.011627906976744,True,1.0102459,101.0,0,2015-12-25
1451001600,2015-12-25,0.87,0.88,0.8569,0.88,Cash,20.175772778698896,0.8723,0.8876999999999999,0.8645999999999999,0.8954,0.8492,0.9107999999999999,0.8414999999999999,0.9261999999999999,0.8337999999999999,0.9098666666666667,False,0.0,False,True,1451001600.0,0.87,0.88,1.0,0,0,0.0,1.0,1.0,1.0114942528735633,1.0,1.0051613390385101,1.0232558139534882,False,0.98985016,98.0,1,2015-12-26
1451088000,2015-12-26,0.88,1.0,0.85,0.853,Cash,24.49389083291699,0.9010000000000001,0.9520000000000003,0.8020000000000003,1.0510000000000002,0.7510000000000001,1.1020000000000003,0.6520000000000002,1.1530000000000005,0.5530000000000004,0.8954,False,0.0,False,False,1451001600.0,0.87,0.853,1.0,0,0,0.0,1.0,1.0,0.9693181818181817,1.0,1.0051613390385101,0.9918604651162788,False,0.9920781,99.0,0,2015-12-27
1451174400,2015-12-27,0.853,0.918,0.84,0.918,Cash,26.98068535809806,0.892,0.9440000000000001,0.866,0.9700000000000001,0.814,1.0220000000000002,0.7879999999999999,1.0740000000000003,0.7619999999999999,0.8954,False,1.706,False,True,1451174400.0,0.853,0.918,1.0762016412661197,0,0,0.00830480656506448,1.0678968347010553,1.0,1.0762016412661197,1.0,1.0051613390385101,1.0674418604651161,True,1.0090817,100.0,1,2015-12-28
1451260800,2015-12-28,0.918,0.918,0.84,0.8749,Cash,29.053014129082285,0.8776333333333334,0.9152666666666668,0.8372666666666667,0.9556333333333334,0.7996333333333333,0.9932666666666669,0.7592666666666666,1.0309000000000004,0.7189,0.9700000000000001,False,0.0,False,True,1451260800.0,0.918,0.8749,1.0,0,0,0.0,1.0,1.0,0.9530501089324619,1.0,1.0051613390385101,1.0173255813953488,False,0.98988944,98.0,0,2015-12-29
1451347200,2015-12-29,0.8749,0.89,0.8433,0.86,Cash,30.779954771569138,0.8644333333333334,0.8855666666666667,0.8388666666666668,0.9111333333333335,0.8177333333333334,0.9322666666666667,0.7921666666666668,0.9534,0.7666000000000002,0.9556333333333334,False,0.0,False,False,1451260800.0,0.918,0.86,1.0,0,0,0.0,1.0,1.0,0.9829694822265401,1.0,1.0051613390385101,0.9999999999999999,False,0.99471325,99.0,0,2015-12-30
1451433600,2015-12-30,0.86,0.929,0.86,0.8925,Cash,34.594975857873635,0.8938333333333334,0.9276666666666668,0.8586666666666667,0.9628333333333335,0.8248333333333333,0.9966666666666668,0.7896666666666666,1.0305000000000002,0.7545,0.9111333333333335,False,0.0,False,False,1451260800.0,0.918,0.8925,1.0,0,0,0.0,1.0,1.0,1.0377906976744187,1.0,1.0051613390385101,1.0377906976744184,False,0.9963854,99.0,1,2015-12-31
1451520000,2015-12-31,0.8925,0.9666,0.8925,0.9488,Cash,39.42637200196392,0.9359666666666667,0.9794333333333335,0.9053333333333334,1.010066666666667,0.8618666666666667,1.0535333333333337,0.8312333333333334,1.0970000000000004,0.8006000000000001,0.9628333333333335,False,0.0,False,False,1451260800.0,0.918,0.9488,1.0,0,0,0.0,1.0,1.0,1.0630812324929972,1.0,1.0051613390385101,1.1032558139534883,False,0.98997796,98.0,1,2016-01-01
1451606400,2016-01-01,0.9488,0.9488,0.9184,0.9204,Cash,43.45253545537249,0.9291999999999999,0.9399999999999998,0.9095999999999999,0.9595999999999999,0.8987999999999999,0.9703999999999998,0.8791999999999999,0.9811999999999997,0.8595999999999998,0.9628333333333335,False,1.8976,False,True,1451606400.0,0.9488,0.9204,0.9700674536256324,0,0,0.00788026981450253,0.9621871838111299,1.0,0.9700674536256324,1.0,1.0051613390385101,1.0702325581395349,True,1.0008968,100.0,0,2016-01-02
1451692800,2016-01-02,0.9204,0.9547,0.9204,0.9547,Buy,47.08758603387795,0.9432666666666667,0.9661333333333334,0.9318333333333334,0.9775666666666666,0.9089666666666667,1.0004333333333335,0.8975333333333334,1.0233,0.8861000000000001,0.9628333333333335,False,1.8408,False,False,1451606400.0,0.9488,0.9547,1.0062183811129848,0,0,0.008024873524451939,0.9981935075885329,1.0374213296364907,1.0372664059104737,1.0,1.0427758128445266,1.1101162790697674,True,1.0129051,101.0,1,2016-01-03
1451779200,2016-01-03,0.9547,0.97,0.9506,0.96,Buy,50.843399831137624,0.9601999999999999,0.9697999999999999,0.9503999999999999,0.9795999999999999,0.9408,0.9891999999999999,0.9309999999999999,0.9987999999999998,0.9211999999999999,0.9628333333333335,False,1.9094,False,False,1451606400.0,0.9488,0.96,1.0118043844856661,0,0,0.008047217537942665,1.0037571669477234,1.0055737282569903,1.0055514821409868,1.0037421329636491,1.048587961858284,1.1162790697674418,True,1.0115082,101.0,1,2016-01-04
1451865600,2016-01-04,0.96,0.9644,0.9186,0.95,Buy,47.201428290658505,0.9443333333333334,0.9700666666666667,0.9242666666666667,0.9901333333333334,0.8985333333333333,1.0158666666666667,0.8784666666666666,1.0416000000000003,0.8583999999999999,0.9628333333333335,False,1.92,False,False,1451606400.0,0.9488,0.95,1.0012647554806071,0,0,0.008005059021922428,0.9932596964586847,0.9895418226293119,0.9895833333333334,1.0042995057893482,1.0376216429644018,1.1046511627906976,True,1.0183787,101.0,0,2016-01-05
1451952000,2016-01-05,0.95,0.9599,0.8416,0.9426,Buy,43.292639464482676,0.9147,0.9877999999999999,0.8694999999999999,1.033,0.7964,1.1060999999999999,0.7512,1.1791999999999998,0.706,0.9628333333333335,False,1.9,False,False,1451606400.0,0.9488,0.9426,0.9934654300168634,0,0,0.007973861720067454,0.985491568296796,0.9921791569822225,0.9922105263157895,1.0032536880522793,1.0295065669829289,1.096046511627907,True,1.0144091,101.0,0,2016-01-06
1452038400,2016-01-06,0.9426,0.952,0.9292,0.95,Buy,40.03531544266949,0.9437333333333333,0.9582666666666666,0.9354666666666667,0.9665333333333332,0.9209333333333334,0.9810666666666665,0.9126666666666667,0.9955999999999998,0.9044000000000001,0.9628333333333335,False,1.8852,False,False,1451606400.0,0.9488,0.95,1.0012647554806071,0,0,0.008005059021922428,0.9932596964586847,1.0078824907404478,1.0078506259282833,1.0024716037505015,1.037621642964402,1.1046511627906976,True,1.0158521,101.0,1,2016-01-07
1452124800,2016-01-07,0.95,0.96,0.93,0.94,Buy,36.131974430371265,0.9433333333333334,0.9566666666666667,0.9266666666666667,0.9733333333333333,0.9133333333333334,0.9866666666666666,0.8966666666666668,0.9999999999999999,0.8800000000000002,0.9628333333333335,False,1.9,False,False,1451606400.0,0.9488,0.94,0.990725126475548,0,0,0.007962900505902192,0.9827622259696458,0.9894312932192194,0.9894736842105263,1.0032598528245464,1.0266553240705194,1.0930232558139534,True,1.0116596,101.0,0,2016-01-08
1452211200,2016-01-08,0.94,0.985,0.94,0.985,Cash,30.795383749096896,0.9699999999999999,0.9999999999999998,0.9549999999999997,1.015,0.9249999999999998,1.045,0.9099999999999997,1.0749999999999997,0.8949999999999996,0.9628333333333335,False,1.88,False,False,1451606400.0,0.9488,0.985,1.0381534569983137,0,0,0.008152613827993255,1.0300008431703205,1.0,1.047872340425532,1.0022029821464682,1.0266553240705194,1.1453488372093021,True,1.011188,101.0,1,2016-01-09
1452297600,2016-01-09,0.985,0.998,0.9654,0.985,Cash,27.943778848331707,0.9828,1.0002,0.9676,1.0153999999999999,0.9502,1.0328,0.935,1.0501999999999998,0.9198000000000001,0.9628333333333335,False,1.97,False,False,1451606400.0,0.9488,0.985,1.0381534569983137,0,0,0.008152613827993255,1.0300008431703205,1.0,1.0,1.0022029821464682,1.0266553240705194,1.1453488372093021,True,1.0092299,100.0,0,2016-01-10
1452384000,2016-01-10,0.985,1.0,0.985,1.0,Cash,25.827797438205437,0.995,1.005,0.99,1.0100000000000002,0.98,1.02,0.975,1.03,0.97,0.9628333333333335,False,1.97,False,False,1451606400.0,0.9488,1.0,1.0539629005059021,0,0,0.008215851602023608,1.0457470489038785,1.0,1.015228426395939,1.0022029821464682,1.0266553240705194,1.1627906976744184,True,1.0034162,100.0,1,2016-01-11
1452470400,2016-01-11,1.0,1.1,1.0,1.07,Cash,31.417987386412722,1.0566666666666666,1.1133333333333333,1.0133333333333332,1.1566666666666667,0.9566666666666666,1.2133333333333334,0.9133333333333331,1.27,0.8699999999999997,0.9628333333333335,False,2.0,False,False,1451606400.0,0.9488,1.07,1.1277403035413154,0,0,0.008510961214165263,1.1192293423271502,1.0,1.07,1.0022029821464682,1.0266553240705194,1.244186046511628,True,1.0082328,100.0,1,2016-01-12
1452556800,2016-01-12,1.07,1.25,1.047,1.225,Cash,39.35238525174493,1.174,1.301,1.0979999999999999,1.377,0.9709999999999999,1.504,0.8949999999999998,1.631,0.8189999999999997,0.9628333333333335,False,2.14,False,False,1451606400.0,0.9488,1.225,1.2911045531197303,0,0,0.00916441821247892,1.2819401349072514,1.0,1.144859813084112,1.0022029821464682,1.0266553240705194,1.4244186046511627,True,1.0113584,101.0,1,2016-01-13
1452643200,2016-01-13,1.225,1.225,1.07,1.137,Cash,45.9643834728551,1.144,1.2179999999999997,1.0629999999999997,1.2989999999999997,0.9889999999999999,1.3729999999999998,0.9079999999999997,1.4469999999999996,0.8269999999999995,0.9628333333333335,False,2.45,False,False,1451606400.0,0.9488,1.137,1.1983558178752107,0,0,0.008793423271500844,1.18956239460371,1.0,0.9281632653061224,0.9984608491828192,1.0266553240705194,1.3220930232558137,True,1.0386202,103.0,0,2016-01-14
1452729600,2016-01-14,1.137,1.17,1.1,1.17,Sell,51.47438199044691,1.1466666666666667,1.1933333333333334,1.1233333333333335,1.2166666666666663,1.0766666666666669,1.2633333333333332,1.0533333333333337,1.3099999999999998,1.0300000000000005,1.2989999999999997,False,0.0,False,True,1452729600.0,1.137,1.17,1.0,0,0,0.0,1.0,1.0,1.0290237467018468,0.9979034763571202,1.0266553240705194,1.3604651162790693,False,0.99707866,99.0,1,2016-01-15
1452816000,2016-01-15,1.17,1.33,1.161,1.299,Buy,57.713901156984775,1.2633333333333334,1.3656666666666668,1.1966666666666668,1.4323333333333337,1.0943333333333334,1.5346666666666668,1.0276666666666667,1.6370000000000002,0.9610000000000001,0.9201460000000001,False,2.34,False,True,1452816000.0,1.17,1.299,1.1102564102564103,0,0,0.00844102564102564,1.1018153846153846,1.1018153846153846,1.1102564102564103,0.998949294094189,1.1311846307581916,1.5104651162790692,True,1.0040088,100.0,1,2016-01-16
1452902400,2016-01-16,1.299,1.32,1.198,1.212,Sell,62.913500462433,1.2433333333333332,1.2886666666666664,1.1666666666666663,1.3653333333333335,1.121333333333333,1.4106666666666665,1.0446666666666662,1.4559999999999997,0.9679999999999993,1.4323333333333337,False,0.0,False,True,1452902400.0,1.299,1.212,1.0,0,0,0.0,1.0,1.0,0.9330254041570439,1.0099129168575052,1.1311846307581916,1.409302325581395,False,0.99834275,99.0,0,2016-01-17
1452988800,2016-01-17,1.212,1.32,1.206,1.32,Buy,67.24649988363986,1.282,1.358,1.244,1.3960000000000004,1.168,1.4720000000000002,1.13,1.5480000000000003,1.0919999999999999,0.9355660000000001,False,2.424,False,True,1452988800.0,1.212,1.32,1.0891089108910892,0,0,0.008356435643564357,1.0807524752475248,1.0807524752475248,1.0891089108910892,1.0091246677834604,1.222530589653873,1.5348837209302324,True,1.0234926,102.0,1,2016-01-18
1453075200,2016-01-18,1.32,1.55,1.307,1.466,Buy,71.85410412668676,1.441,1.5750000000000002,1.332,1.6840000000000002,1.198,1.8180000000000003,1.089,1.9520000000000004,0.98,0.9437660000000002,False,2.64,False,False,1452988800.0,1.212,1.466,1.2095709570957096,0,0,0.008838283828382839,1.2007326732673267,1.1110154274616144,1.1106060606060606,1.018256785986291,1.3582503456491972,1.7046511627906975,True,1.0065832,100.0,1,2016-01-19
1453161600,2016-01-19,1.466,1.466,1.22,1.355,Buy,69.30550659829669,1.3470000000000002,1.4740000000000004,1.2280000000000004,1.5930000000000002,1.1010000000000002,1.7200000000000004,0.9820000000000004,1.8470000000000006,0.8630000000000007,0.9556860000000004,False,2.932,False,False,1452988800.0,1.212,1.355,1.117986798679868,0,0,0.008471947194719472,1.1095148514851485,0.9240315319029636,0.9242837653478854,1.0293583287324526,1.2550661475979574,1.575581395348837,True,1.0443857,104.0,0,2016-01-20
1453248000,2016-01-20,1.355,1.61,1.281,1.403,Buy,69.21528047602474,1.4313333333333336,1.5816666666666672,1.252666666666667,1.7603333333333337,1.1023333333333334,1.9106666666666674,0.9236666666666669,2.061000000000001,0.7450000000000003,0.9651860000000002,False,2.71,False,False,1452988800.0,1.212,1.403,1.1575907590759076,0,0,0.00863036303630363,1.148960396039604,1.0355520653929557,1.0354243542435424,1.021761481922749,1.299686341349845,1.6313953488372088,True,1.0357724,103.0,1,2016-01-21
1453334400,2016-01-21,1.403,1.54,1.403,1.496,Buy,69.14009204079812,1.4796666666666667,1.5563333333333333,1.4193333333333333,1.6166666666666667,1.3426666666666667,1.6933333333333334,1.2823333333333333,1.77,1.222,0.9758460000000002,False,2.806,False,False,1452988800.0,1.212,1.496,1.2343234323432344,0,0,0.008937293729372938,1.2253861386138614,1.0665172993235383,1.0662865288667143,1.0253166884620444,1.386137966744127,1.73953488372093,True,1.0017645,100.0,1,2016-01-22
1453420800,2016-01-22,1.496,1.66,1.42,1.52,Buy,70.38987303324978,1.5333333333333332,1.6466666666666665,1.4066666666666665,1.7733333333333334,1.2933333333333332,1.8866666666666665,1.1666666666666665,1.9999999999999998,1.0399999999999998,0.9893660000000003,False,2.992,False,False,1452988800.0,1.212,1.52,1.2541254125412542,0,0,0.009016501650165017,1.245108910891089,1.0160951488316474,1.0160427807486632,1.0319684183943982,1.4084480636200707,1.767441860465116,True,1.018979,101.0,1,2016-01-23
1453507200,2016-01-23,1.52,2.031,1.389,2.0,Buy,73.31304161024836,1.8066666666666666,2.224333333333333,1.5823333333333331,2.448666666666667,1.1646666666666665,2.8663333333333334,0.940333333333333,3.284,0.7159999999999995,1.0031660000000004,False,3.04,False,False,1452988800.0,1.212,2.0,1.6501650165016502,0,0,0.0106006600660066,1.6395643564356435,1.316803969591908,1.3157894736842106,1.033577933277563,1.8546500011389453,2.3255813953488373,True,1.0033453,100.0,1,2016-01-24
